plot : two teen couples go to a church party drink and then drive . they get into an accident . one of the guys dies but his girlfriend continues to see him in her life and has nightmares . what's the deal ? watch the movie and " sorta " find out . . . critique : a mind-fuck movie for the teen generation that touches on a very cool idea but presents it in a very bad package . which is what makes this review an even harder one to write since i generally applaud films which attempt,-1
the happy bastard's quick movie review damn that y2k bug . it's got a head start in this movie starring jamie lee curtis and another baldwin brother ( william this time ) in a story regarding a crew of a tugboat that comes across a deserted russian tech ship that has a strangeness to it when they kick the power back on . little do they know the power within . . . going for the gore and bringing on a few action sequences here and there virus still feels very empty like a movie going for a,-1
it is movies like these that make a jaded movie viewer thankful for the invention of the timex indiglo watch . based on the late 1960's television show by the same name the mod squad tells the tale of three reformed criminals under the employ of the police to go undercover . however things go wrong as evidence gets stolen and they are immediately under suspicion . of course the ads make it seem like so much more . quick cuts cool music claire dane's nice hair and cute outfits car,-1
 " quest for camelot " is warner bros . ' first feature-length fully-animated attempt to steal clout from disney's cartoon empire but the mouse has no reason to be worried . the only other recent challenger to their throne was last fall's promising if flawed 20th century fox production " anastasia " but disney's " hercules " with its lively cast and colorful palate had her beat hands-down when it came time to crown 1997's best piece of animation . this year it's no contest as,-1
synopsis : a mentally unstable man undergoing psychotherapy saves a boy from a potentially fatal accident and then falls in love with the boy's mother a fledgling restauranteur . unsuccessfully attempting to gain the woman's favor he takes pictures of her and kills a number of people in his way . comments : stalked is yet another in a seemingly endless string of spurned-psychos-getting-their-revenge type movies which are a stable category in the 1990s film industry both theatrical and di,-1
capsule : in 2176 on the planet mars police taking into custody an accused murderer face the title menace . there is a lot of fighting and not a whole lot of story otherwise . john carpenter reprises so many ideas from his previous films especially assault on precinct 13 that the new film comes off as his homage to himself . 0 ( -4 to +4 ) . john carpenter apparently believes that action scenes in which people fight something horrible are the same as horror scenes . for a writer and ,-1
so ask yourself what " 8mm " ( " eight millimeter " ) is really all about . is it about a wholesome surveillance man who loses sight of his values after becoming enmeshed in the seedy sleazy underworld of hardcore pornography ? is it about the business itself how bubbling just beneath the surface of big-town americana there's a sordid world of sick and depraved people who won't necessarily stop short of murder in order to satisfy their sick and twisted desires ? or is it about those w,-1
that's exactly how long the movie felt to me . there weren't even nine laughs in nine months . it's a terrible mess of a movie starring a terrible mess of a man mr . hugh grant a huge dork . it's not the whole oral-sex/prostitution thing ( referring to grant not me ) that bugs me it's the fact that grant is annoying . not just adam sandler-annoying we're talking jim carrey-annoying . since when do eye flutters and nervous smiles pass for acting ? but on the other hand since w,-1
call it a road trip for the walking wounded . stellan skarsg ? rd plays such a convincingly zombified drunken loser that it's difficult to spend nearly two hours of screen time in his smelly boozed-out presence . yet this ever-reliable swedish actor adds depth and significance to the otherwise plodding and forgettable aberdeen a sentimental and painfully mundane european drama . playwright august strindberg built his career on families and relationships paralyzed by secrets unable to ex,-1
best remembered for his understated performance as dr . hannibal lecter in michael mann's forensics thriller manhunter scottish character actor brian cox brings something special to every movie he works on . usually playing a bit role in some studio schlock ( he dies halfway through the long kiss goodnight ) he's only occasionally given something meaty and substantial to do . if you want to see some brilliant acting check out his work as a dogged police inspector opposite frances mcdor,-1
janeane garofalo in a romantic comedy -- it was a good idea a couple years ago with the truth about cats and dogs but is almost excruciating in the matchmaker . this is a by-the-books movie that plods along on a predestined course with no surprises and very few laughs . it also jumps on the ever-popular political satire bandwagon and manages to fall flat there too . garofalo plays a campaign aide to a massacusetts senator ( jay o . sanders ) running for reelection . denis leary plays the s,-1
a movie like mortal kombat : annihilation works ( and must be reviewed on ) multiple levels . first there's the rampant usage of randian subtext that pervades the entire movie . but occasionaly almost as if making an ironic self-depreciating remark the movie tosses in clearly marxist imagery . no no . . . just kidding . had you going there for a moment didn't i ? in all seriousness however and to be fair to the movie it * is * necessary to provide two viewpoints : that of a m,-1
i'm really starting to wonder about alicia silverstone . sure she is one of the most beautiful creatures on god's green earth ( second only to that movie critic at large guy ) but when it comes to choosing what movies she stars in she always strikes out . the crush was a slow-moving predictable piece of fluff . hideaway was a horrific novel adaptation alicia had only a minor role in . clueless was an annoying unfunny waste of time . and people have e-mailed me too saying clueles,-1
so what do you get when you mix together plot elements from various successful sci-fi films such as close encounters of the third kind 2001 : a space odyssey apollo 13 and contact ? well whatever it is you'd sure as hell hope that it would be a thousand times better than this shoddy attempt at such a melange considering the disastrous results we're left with here . this is a film that takes a little bit of everything but ultimately adds up to a lot of nothing ! it's like i said . ,-1
the law of crowd pleasing romantic movies states that the two leads must end up together by film's end . if you're not familiar with this law then maybe you've seen the trailer for this film which shows that the two leads are together by film's end . now if you're a regular reader of mine you've heard me say this countless times : you know how drive me crazy is going to end but is the journey to get to that ending worth it ? no it definitely is not . melissa joan hart ( from abc's " ,-1
mighty joe young blunders about for nearly twenty minutes before we actually get to see a great big gorilla . his entrance however is a grand one : out from the trees he leaps gargantuan and imposing sporting hands big enough to crush a volkswagen bug and a pair of feet much larger than any pro basketball player will ever have . joe bellows at the poachers before him angry that they would like to kill him and sell him for millions of dollars . during this scene i turned to my fr,-1
 " spawn " features good guys bad guys lots of fighting bloody violence a leather-clad machine gun chick gooey self-healing bullet holes scatological humor and a man-eating monster . it not only appears to have been tailor made for a swarm of 12- and 13-year-old boys it appears to have been made by them . in a classic example of telling and not showing " spawn " opens with a truckload of mumbo jumbo about forces of darkness forces of light and how " men are the ones who cre,-1
 " in dreams " might keep you awake at night but not because of its creepy imagery bizarre visual style or story about a clairvoyant madman who lures young girls to their untimely deaths . no the source of potential sleeplessness here lies within the movie's brutally squandered potential the least of which is an admittedly nifty premise - even by tired serial killer genre standards . the big letdown however comes upon the realization that this 100-minute head-scratcher was mastermi,-1
 " knock off " is exactly that : a cheap knock off of an action movie . it's also the worst movie i have seen thus far this year . i figured it would be at least a couple of months before i saw the worst film of 1998 but alas it has already been found . jean-claude van damme stars as ( i think ) a designer jeans executive who discovers his half-brother has been supplying him with cheaper goods . rob schneider plays van damme's partner and rochon plays . . . actually i have no idea w,-1
forgive the fevered criticism but the fervor of the crucible infects . set in 1692 at salem massachusetts the crucible opens with a group of teenage girls passionately singing and dancing around a boiling cauldron in the middle of a forest under the glow of a full moon . they beckon the names of men as the targets of their love spells . then one of the girls lets her hair down and sheds her clothes . not to be outdone in her quest to regain the attention of john proctor ( daniel day lewi,-1
one might expect a cathartic viewing experience walking into a new jean-luc godard film . after all he was a founding member of the highly influential french new wave . he is also an esteemed film critic lending intelligence and historical perspective to us in much of his writing . however his latest creation in praise of love is possibly the most exasperating film experience of the year . the abstract concept on which the film is based had merit to dissect love into the followin,-1
america loves convenience . after all we're the culture that invented the cell phone the 24-hour atm and my most beloved the remote control . yet perhaps this time with ghosts of mars we have taken our love of convenience to far . ghosts of mars stars natasha henstridge as a tough as nails pill-poppin' martian cop sent with her squadron to retrieve " demolition " williams ( ice cube ) from a remote mining town for trial back home . when she and her comrades appropriately ,-1
reindeer games is easily the worst of the three recent films penned by ehren kruger ( scream 3 and arlington rd are the others each derivative in their own special way ) . the guy can't seem to write believable dialogue ( sample from reindeer games : " rule #1 : never put a car thief behind the wheel " ) create multi-faceted characters or even engineer coherent plots but he sure knows how to pile on numerous nonsensical twists and turns ( no matter if each one deems the actual story incre,-1
one-sided " doom and gloom " documentary about the possible annihilation of the human race as foretold by the bible . orson welles narrates and appears in the film in which he along with best-selling author hal lindsey discusses various prophecies from the bible and relates them to recent ( well for 1976 anyway ) events . the film is dated badly as many things that are supposed to happen in the " future " never do . for example the planets of the solar system were supposed to line up ,-1
play it to the bone the newest addition to ron shelton's sports - themed repertoire fails in numerous ways . like most of shelton's other great films ( bull durham white men can't jump ) this dud unsuccessfully attempts to use athleticism as a method of connecting characters and creating interesting subplots . shelton's films are not considered sports films but they do heavily revolve around a specific game to tell a story . shelton has been so good in the past at using sports to anal,-1
